Division Number: 123
Division Date: 16 April 2024 - 18:56

Tobacco and Vapes Bill: Second Reading

Aye Count: 383
No Count: 67
Result: Question accordingly agreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Steven Bonnar","Scottish National Party","Coatbridge, Chryston and Bellshill","No Vote Recorded",""
"Peter Bottomley","Conservative","Worthing West","Aye",""
"Andrew Bowie","Conservative","West Aberdeenshire and Kincardine","Aye",""
"Ben Bradley","Conservative","Mansfield","No Vote Recorded",""
"Karen Bradley","Conservative","Staffordshire Moorlands","No Vote Recorded",""
"Ben Bradshaw","Labour","Exeter","Aye",""
"Mickey Brady","Sinn Féin","Newry and Armagh","No Vote Recorded",""
"Graham Brady","Conservative","Altrincham and Sale West","No",""
"Suella Braverman","Conservative","Fareham","No",""
"Kevin Brennan","Labour","Cardiff West","No Vote Recorded",""
"Jack Brereton","Conservative","Stoke-on-Trent South","Aye",""
"Andrew Bridgen","Independent","North West Leicestershire","No Vote Recorded",""
"Steve Brine","Conservative","Winchester","Aye",""
"Paul Bristow","Conservative","Peterborough","No",""
"Sara Britcliffe","Conservative","Hyndburn","No Vote Recorded",""
"Deidre Brock","Scottish National Party","Edinburgh North and Leith","Aye",""
"Alan Brown","Scottish National Party","Kilmarnock and Loudoun","Aye",""
"Nicholas Brown","Independent","Newcastle upon Tyne East","No Vote Recorded",""
"Lyn Brown","Labour","West Ham","Aye",""
"Anthony Browne","Conservative","South Cambridgeshire","Aye",""
"Fiona Bruce","Conservative","Congleton","Aye",""
"Chris Bryant","Labour","Rhondda","Aye",""
"Felicity Buchan","Conservative","Kensington","No Vote Recorded",""
"Karen Buck","Labour","Westminster North","No Vote Recorded",""
"Robert Buckland","Conservative","South Swindon","Aye",""
"Alex Burghart","Conservative","Brentwood and Ongar","No",""
"Richard Burgon","Labour","Leeds East","Aye",""
"Conor Burns","Conservative","Bournemouth West","No Vote Recorded",""
"Dawn Butler","Labour","Brent Central","Aye",""
"Rob Butler","Conservative","Aylesbury","No Vote Recorded",""
"Ian Byrne","Labour","Liverpool, West Derby","Aye",""
"Liam Byrne","Labour","Birmingham, Hodge Hill","No Vote Recorded",""
"Ruth Cadbury","Labour","Brentford and Isleworth","Aye",""
"Alun Cairns","Conservative","Vale of Glamorgan","No Vote Recorded",""
"Amy Callaghan","Scottish National Party","East Dunbartonshire","Aye","Owen Thompson"
"Lisa Cameron","Conservative","East Kilbride, Strathaven and Lesmahagow","Aye",""
"Gregory Campbell","Democratic Unionist Party","East Londonderry","No",""
"Alan Campbell","Labour","Tynemouth","Aye",""
"Dan Carden","Labour","Liverpool, Walton","No Vote Recorded",""
"Alistair Carmichael","Liberal Democrat","Orkney and Shetland","No Vote Recorded",""
"Andy Carter","Conservative","Warrington South","Aye",""
"James Cartlidge","Conservative","South Suffolk","Aye",""
"William Cash","Conservative","Stone","No Vote Recorded",""
"Miriam Cates","Conservative","Penistone and Stocksbridge","No Vote Recorded",""
"Maria Caulfield","Conservative","Lewes","Aye",""
"Alex Chalk","Conservative","Cheltenham","Aye",""
"Wendy Chamberlain","Liberal Democrat","North East Fife","No Vote Recorded",""
"Sarah Champion","Labour","Rotherham","Aye",""
"Douglas Chapman","Scottish National Party","Dunfermline and West Fife","Aye",""
"Bambos Charalambous","Labour","Enfield, Southgate","Aye",""
"Joanna Cherry","Scottish National Party","Edinburgh South West","Aye",""
"Rehman Chishti","Conservative","Gillingham and Rainham","No",""
"Christopher Chope","Conservative","Christchurch","No",""
"Jo Churchill","Conservative","Bury St Edmunds","Aye",""
"Feryal Clark","Labour","Enfield North","Aye",""
"Greg Clark","Conservative","Tunbridge Wells","Aye",""
"Brendan Clarke-Smith","Conservative","Bassetlaw","No",""
"Simon Clarke","Conservative","Middlesbrough South and East Cleveland","No",""
"Theo Clarke","Conservative","Stafford","No Vote Recorded",""
"Chris Clarkson","Conservative","Heywood and Middleton","No Vote Recorded",""
"James Cleverly","Conservative","Braintree","Aye",""
"Geoffrey Clifton-Brown","Conservative","The Cotswolds","Aye",""
"Thérèse Coffey","Conservative","Suffolk Coastal","No Vote Recorded",""
"Elliot Colburn","Conservative","Carshalton and Wallington","Aye",""
"Damian Collins","Conservative","Folkestone and Hythe","No Vote Recorded",""
"Daisy Cooper","Liberal Democrat","St Albans","Aye",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","Aye",""
"Jeremy Corbyn","Independent","Islington North","No Vote Recorded",""
"Alberto Costa","Conservative","South Leicestershire","Aye",""
"Robert Courts","Conservative","Witney","No Vote Recorded",""
"Claire Coutinho","Conservative","East Surrey","No Vote Recorded",""
"Ronnie Cowan","Scottish National Party","Inverclyde","No Vote Recorded",""
"Geoffrey Cox","Conservative","Torridge and West Devon","No Vote Recorded",""
"Neil Coyle","Labour","Bermondsey and Old Southwark","No Vote Recorded",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","No Vote Recorded",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","Aye","Owen Thompson"
"Stella Creasy","Labour","Walthamstow","Aye",""
"Virginia Crosbie","Conservative","Ynys Môn","Aye",""
"Tracey Crouch","Conservative","Chatham and Aylesford","No Vote Recorded",""
"Jon Cruddas","Labour","Dagenham and Rainham","Aye",""
"John Cryer","Labour","Leyton and Wanstead","No Vote Recorded",""
"Judith Cummins","Labour","Bradford South","Aye",""
"Alex Cunningham","Labour","Stockton North","Aye",""
"Janet Daby","Labour","Lewisham East","Aye",""
"Ashley Dalton","Labour","West Lancashire","Aye",""
"James Daly","Conservative","Bury North","Aye",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","Aye",""
"Wayne David","Labour","Caerphilly","Aye",""
"Alex Davies-Jones","Labour","Pontypridd","Aye",""
"David T C Davies","Conservative","Monmouth","Aye",""
"James Davies","Conservative","Vale of Clwyd","Aye",""
"Gareth Davies","Conservative","Grantham and Stamford","Aye",""
"Geraint Davies","Independent","Swansea West","No Vote Recorded",""
"Mims Davies","Conservative","Mid Sussex","Aye",""
"Philip Davies","Conservative","Shipley","No Vote Recorded",""
"David Davis","Conservative","Haltemprice and Howden","Aye",""
"Dehenna Davison","Conservative","Bishop Auckland","No",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","No Vote Recorded",""
"Marsha De Cordova","Labour","Battersea","Aye",""
"Thangam Debbonaire","Labour","Bristol West","Aye",""
"Tanmanjeet Singh Dhesi","Labour","Slough","Aye",""
"Caroline Dinenage","Conservative","Gosport","No Vote Recorded",""
"Sarah Dines","Conservative","Derbyshire Dales","No",""
"Samantha Dixon","Labour","City of Chester","No Vote Recorded",""
"Jonathan Djanogly","Conservative","Huntingdon","No",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","Aye",""
"Leo Docherty","Conservative","Aldershot","No Vote Recorded",""
"Anneliese Dodds","Labour","Oxford East","Aye",""
"Jeffrey M Donaldson","Independent","Lagan Valley","No Vote Recorded",""
"Michelle Donelan","Conservative","Chippenham","Aye",""
"Dave Doogan","Scottish National Party","Angus","Aye",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","Aye","Owen Thompson"
"Steve Double","Conservative","St Austell and Newquay","Aye",""
"Stephen Doughty","Labour","Cardiff South and Penarth","Aye",""
"Peter Dowd","Labour","Bootle","No Vote Recorded",""
"Oliver Dowden","Conservative","Hertsmere","Aye",""
"Jackie Doyle-Price","Conservative","Thurrock","No",""
"Richard Drax","Conservative","South Dorset","No Vote Recorded",""
"Flick Drummond","Conservative","Meon Valley","Aye",""
"James Duddridge","Conservative","Rochford and Southend East","No","Mark Francois"
"Rosie Duffield","Labour","Canterbury","Aye",""
"David Duguid","Conservative","Banff and Buchan","No Vote Recorded",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No Vote Recorded",""
"Philip Dunne","Conservative","Ludlow","Aye",""
"Sarah Dyke","Liberal Democrat","Somerton and Frome","No Vote Recorded",""
"Angela Eagle","Labour","Wallasey","Aye",""
"Maria Eagle","Labour","Garston and Halewood","Aye",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","No Vote Recorded",""
"Mark Eastwood","Conservative","Dewsbury","No",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","Aye",""
"Ruth Edwards","Conservative","Rushcliffe","Aye",""
"Sarah Edwards","Labour","Tamworth","Aye",""
"Clive Efford","Labour","Eltham","Aye",""
"Damien Egan","Labour","Kingswood","Aye",""
"Julie Elliott","Labour","Sunderland Central","Aye",""
"Michael Ellis","Conservative","Northampton North","Aye",""
"Tobias Ellwood","Conservative","Bournemouth East","Aye",""
"Chris Elmore","Labour","Ogmore","Aye",""
"Natalie Elphicke","Conservative","Dover","Aye",""
"Florence Eshalomi","Labour","Vauxhall","Aye",""
"Bill Esterson","Labour","Sefton Central","Aye",""
"George Eustice","Conservative","Camborne and Redruth","No",""
"Chris Evans","Labour","Islwyn","Aye",""
"Luke Evans","Conservative","Bosworth","Aye",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","Aye",""
"Ben Everitt","Conservative","Milton Keynes North","No Vote Recorded",""
"Michael Fabricant","Conservative","Lichfield","No Vote Recorded",""
"Laura Farris","Conservative","Newbury","Aye",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","No Vote Recorded",""
"Stephen Farry","Alliance","North Down","Aye",""
"Simon Fell","Conservative","Barrow and Furness","Aye",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","Aye",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Anna Firth","Conservative","Southend West","Aye",""
"Colleen Fletcher","Labour","Coventry North East","Aye",""
"Katherine Fletcher","Conservative","South Ribble","No Vote Recorded",""
"Mark Fletcher","Conservative","Bolsover","No Vote Recorded",""
"Nick Fletcher","Conservative","Don Valley","No",""
"Stephen Flynn","Scottish National Party","Aberdeen South","Aye",""
"Richard Foord","Liberal Democrat","Tiverton and Honiton","Aye",""
"Vicky Ford","Conservative","Chelmsford","Aye",""
"Kevin Foster","Conservative","Torbay","No Vote Recorded",""
"Yvonne Fovargue","Labour","Makerfield","Aye",""
"Liam Fox","Conservative","North Somerset","No Vote Recorded",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","Aye",""
"Mary Kelly Foy","Labour","City of Durham","No Vote Recorded",""
"Mark Francois","Conservative","Rayleigh and Wickford","No",""
"Lucy Frazer","Conservative","South East Cambridgeshire","No Vote Recorded",""
"George Freeman","Conservative","Mid Norfolk","No Vote Recorded",""
"Mike Freer","Conservative","Finchley and Golders Green","Aye",""
"Louie French","Conservative","Old Bexley and Sidcup","Aye",""
"Richard Fuller","Conservative","North East Bedfordshire","No",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","Aye",""
"Marcus Fysh","Conservative","Yeovil","No Vote Recorded",""
"Roger Gale","Conservative","North Thanet","No Vote Recorded",""
"George Galloway","Workers Party of Britain","Rochdale","No",""
"Barry Gardiner","Labour","Brent North","No Vote Recorded",""
"Mark Garnier","Conservative","Wyre Forest","Aye",""
"Nusrat Ghani","Conservative","Wealden","Aye",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","Aye",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","Aye",""
"Peter Gibson","Conservative","Darlington","Aye",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","Aye",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","Aye",""
"Paul Girvan","Democratic Unionist Party","South Antrim","No",""
"John Glen","Conservative","Salisbury","Aye",""
"Mary Glindon","Labour","North Tyneside","Aye",""
"Robert Goodwill","Conservative","Scarborough and Whitby","Aye",""
"Michael Gove","Conservative","Surrey Heath","Aye",""
"Patrick Grady","Scottish National Party","Glasgow North","No Vote Recorded",""
"Richard Graham","Conservative","Gloucester","Aye",""
"Helen Grant","Conservative","Maidstone and The Weald","Aye",""
"Peter Grant","Scottish National Party","Glenrothes","Aye",""
"James Gray","Conservative","North Wiltshire","No Vote Recorded",""
"Chris Grayling","Conservative","Epsom and Ewell","Aye",""
"Chris Green","Conservative","Bolton West","No",""
"Damian Green","Conservative","Ashford","No Vote Recorded",""
"Sarah Green","Liberal Democrat","Chesham and Amersham","No Vote Recorded",""
"Lilian Greenwood","Labour","Nottingham South","Aye",""
"Margaret Greenwood","Labour","Wirral West","Aye",""
"Andrew Griffith","Conservative","Arundel and South Downs","No",""
"Nia Griffith","Labour","Llanelli","No Vote Recorded",""
"James Grundy","Conservative","Leigh","Aye",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No",""
"Andrew Gwynne","Labour","Denton and Reddish","Aye",""
"Louise Haigh","Labour","Sheffield, Heeley","Aye",""
"Robert Halfon","Conservative","Harlow","Aye",""
"Luke Hall","Conservative","Thornbury and Yate","Aye",""
"Fabian Hamilton","Labour","Leeds North East","No Vote Recorded",""
"Paulette Hamilton","Labour","Birmingham, Erdington","Aye",""
"Stephen Hammond","Conservative","Wimbledon","Aye",""
"Matt Hancock","Independent","West Suffolk","No Vote Recorded",""
"Greg Hands","Conservative","Chelsea and Fulham","Aye",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","No Vote Recorded",""
"Neale Hanvey","Alba Party","Kirkcaldy and Cowdenbeath","No Vote Recorded",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","Aye",""
"Harriet Harman","Labour","Camberwell and Peckham","Aye",""
"Mark Harper","Conservative","Forest of Dean","Aye",""
"Carolyn Harris","Labour","Swansea East","Aye",""
"Rebecca Harris","Conservative","Castle Point","Aye",""
"Trudy Harrison","Conservative","Copeland","Aye",""
"Sally-Ann Hart","Conservative","Hastings and Rye","Aye",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","Aye",""
"Helen Hayes","Labour","Dulwich and West Norwood","Aye",""
"John Hayes","Conservative","South Holland and The Deepings","No Vote Recorded",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","Aye",""
"John Healey","Labour","Wentworth and Dearne","Aye",""
"James Heappey","Conservative","Wells","No Vote Recorded",""
"Chris Heaton-Harris","Conservative","Daventry","Aye",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No Vote Recorded",""
"Mark Hendrick","Labour","Preston","Aye",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","Aye",""
"Darren Henry","Conservative","Broxtowe","No",""
"Antony Higginbotham","Conservative","Burnley","No Vote Recorded",""
"Meg Hillier","Labour","Hackney South and Shoreditch","No Vote Recorded",""
"Damian Hinds","Conservative","East Hampshire","Aye",""
"Simon Hoare","Conservative","North Dorset","Aye",""
"Wera Hobhouse","Liberal Democrat","Bath","No Vote Recorded",""
"Margaret Hodge","Labour","Barking","Aye",""
"Sharon Hodgson","Labour","Washington and Sunderland West","Aye",""
"Richard Holden","Conservative","North West Durham","Aye",""
"Kate Hollern","Labour","Blackburn","No Vote Recorded",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","Aye",""
"Philip Hollobone","Conservative","Kettering","Aye",""
"Adam Holloway","Conservative","Gravesham","No",""
"Paul Holmes","Conservative","Eastleigh","No",""
"Rachel Hopkins","Labour","Luton South","Aye",""
"Stewart Hosie","Scottish National Party","Dundee East","No Vote Recorded",""
"George Howarth","Labour","Knowsley","No Vote Recorded",""
"John Howell","Conservative","Henley","Aye","Marcus Jones"
"Paul Howell","Conservative","Sedgefield","Aye",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","Aye",""
"Neil Hudson","Conservative","Penrith and The Border","Aye",""
"Eddie Hughes","Conservative","Walsall North","No",""
"Jane Hunt","Conservative","Loughborough","Aye",""
"Jeremy Hunt","Conservative","South West Surrey","No Vote Recorded",""
"Tom Hunt","Conservative","Ipswich","No",""
"Rupa Huq","Labour","Ealing Central and Acton","Aye",""
"Imran Hussain","Labour","Bradford East","Aye",""
"Alister Jack","Conservative","Dumfries and Galloway","No Vote Recorded",""
"Christine Jardine","Liberal Democrat","Edinburgh West","Aye",""
"Dan Jarvis","Labour","Barnsley Central","Aye",""
"Sajid Javid","Conservative","Bromsgrove","Aye",""
"Ranil Jayawardena","Conservative","North East Hampshire","No Vote Recorded",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No Vote Recorded",""
"Mark Jenkinson","Conservative","Workington","Aye",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No Vote Recorded",""
"Robert Jenrick","Conservative","Newark","No",""
"Diana Johnson","Labour","Kingston upon Hull North","Aye",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","Aye",""
"Gareth Johnson","Conservative","Dartford","Teller - Noes",""
"Kim Johnson","Labour","Liverpool, Riverside","Aye",""
"David Johnston","Conservative","Wantage","No Vote Recorded",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","Aye",""
"Darren Jones","Labour","Bristol North West","Aye",""
"Fay Jones","Conservative","Brecon and Radnorshire","Aye",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","Aye",""
"David Jones","Conservative","Clwyd West","No Vote Recorded",""
"Kevan Jones","Labour","North Durham","Aye",""
"Marcus Jones","Conservative","Nuneaton","Aye",""
"Ruth Jones","Labour","Newport West","No Vote Recorded",""
"Sarah Jones","Labour","Croydon Central","No Vote Recorded",""
"Simon Jupp","Conservative","East Devon","No Vote Recorded",""
"Mike Kane","Labour","Wythenshawe and Sale East","Aye",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","Aye",""
"Alicia Kearns","Conservative","Rutland and Melton","Aye",""
"Gillian Keegan","Conservative","Chichester","Aye",""
"Barbara Keeley","Labour","Worsley and Eccles South","Aye",""
"Liz Kendall","Labour","Leicester West","No Vote Recorded",""
"Afzal Khan","Labour","Manchester, Gorton","Aye",""
"Stephen Kinnock","Labour","Aberavon","No Vote Recorded",""
"Gen Kitchen","Labour","Wellingborough","Aye",""
"Julian Knight","Independent","Solihull","No Vote Recorded",""
"Greg Knight","Conservative","East Yorkshire","No",""
"Kate Kniveton","Conservative","Burton","Aye",""
"Danny Kruger","Conservative","Devizes","No Vote Recorded",""
"Kwasi Kwarteng","Conservative","Spelthorne","No Vote Recorded",""
"Peter Kyle","Labour","Hove","No Vote Recorded",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","Aye",""
"David Lammy","Labour","Tottenham","Aye",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","Aye",""
"Robert Largan","Conservative","High Peak","No Vote Recorded",""
"Pauline Latham","Conservative","Mid Derbyshire","Aye",""
"Ian Lavery","Labour","Wansbeck","Aye",""
"Chris Law","Scottish National Party","Dundee West","Aye",""
"Kim Leadbeater","Labour","Batley and Spen","Aye",""
"Andrea Leadsom","Conservative","South Northamptonshire","Aye",""
"Edward Leigh","Conservative","Gainsborough","No",""
"Ian Levy","Conservative","Blyth Valley","Aye",""
"Emma Lewell-Buck","Labour","South Shields","No Vote Recorded",""
"Andrew Lewer","Conservative","Northampton South","No",""
"Clive Lewis","Labour","Norwich South","Aye",""
"Brandon Lewis","Conservative","Great Yarmouth","No Vote Recorded",""
"Julian Lewis","Conservative","New Forest East","Aye",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No Vote Recorded",""
"Simon Lightwood","Labour","Wakefield","Aye",""
"David Linden","Scottish National Party","Glasgow East","Aye","Owen Thompson"
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No",""
"Chris Loder","Conservative","West Dorset","Aye",""
"Mark Logan","Conservative","Bolton North East","No Vote Recorded",""
"Rebecca Long Bailey","Labour","Salford and Eccles","No Vote Recorded",""
"Marco Longhi","Conservative","Dudley North","No",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No Vote Recorded",""
"Jonathan Lord","Conservative","Woking","No Vote Recorded",""
"Tim Loughton","Conservative","East Worthing and Shoreham","Aye",""
"Caroline Lucas","Green Party","Brighton, Pavilion","No Vote Recorded",""
"Holly Lynch","Labour","Halifax","Aye",""
"Kenny MacAskill","Alba Party","East Lothian","No Vote Recorded",""
"Craig Mackinlay","Conservative","South Thanet","No Vote Recorded",""
"Cherilyn Mackrory","Conservative","Truro and Falmouth","Aye",""
"Rachel Maclean","Conservative","Redditch","No",""
"Angus Brendan MacNeil","Independent","Na h-Eileanan an Iar","No Vote Recorded",""
"Justin Madders","Labour","Ellesmere Port and Neston","Aye",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","No Vote Recorded",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","Aye",""
"Alan Mak","Conservative","Havant","Aye",""
"Seema Malhotra","Labour","Feltham and Heston","Aye",""
"Kit Malthouse","Conservative","North West Hampshire","No Vote Recorded",""
"Anthony Mangnall","Conservative","Totnes","No",""
"Scott Mann","Conservative","North Cornwall","No Vote Recorded",""
"Julie Marson","Conservative","Hertford and Stortford","Aye",""
"Rachael Maskell","Labour","York Central","Aye",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Keir Mather","Labour","Selby and Ainsty","No Vote Recorded",""
"Theresa May","Conservative","Maidenhead","Aye",""
"Jerome Mayhew","Conservative","Broadland","Aye",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","No Vote Recorded",""
"Steve McCabe","Labour","Birmingham, Selly Oak","Aye",""
"Kerry McCarthy","Labour","Bristol East","Aye",""
"Jason McCartney","Conservative","Colne Valley","Aye",""
"Karl McCartney","Conservative","Lincoln","No",""
"Siobhain McDonagh","Labour","Mitcham and Morden","No Vote Recorded",""
"Andy McDonald","Labour","Middlesbrough","Aye",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","No Vote Recorded",""
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","Aye",""
"John McDonnell","Labour","Hayes and Harlington","Aye",""
"Pat McFadden","Labour","Wolverhampton South East","Aye",""
"Conor McGinn","Independent","St Helens North","No Vote Recorded",""
"Alison McGovern","Labour","Wirral South","Aye",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","Aye",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","Aye","Owen Thompson"
"Jim McMahon","Labour","Oldham West and Royton","Aye",""
"Anna McMorrin","Labour","Cardiff North","Aye",""
"John McNally","Scottish National Party","Falkirk","No Vote Recorded",""
"Stephen McPartland","Conservative","Stevenage","Aye",""
"Esther McVey","Conservative","Tatton","No Vote Recorded",""
"Ian Mearns","Labour","Gateshead","No Vote Recorded",""
"Mark Menzies","Conservative","Fylde","Aye",""
"Johnny Mercer","Conservative","Plymouth, Moor View","Aye",""
"Huw Merriman","Conservative","Bexhill and Battle","No Vote Recorded",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","Aye",""
"Edward Miliband","Labour","Doncaster North","Aye",""
"Robin Millar","Conservative","Aberconwy","Aye",""
"Maria Miller","Conservative","Basingstoke","Aye",""
"Amanda Milling","Conservative","Cannock Chase","No Vote Recorded",""
"Nigel Mills","Conservative","Amber Valley","Aye",""
"Navendu Mishra","Labour","Stockport","Aye",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No Vote Recorded",""
"Gagan Mohindra","Conservative","South West Hertfordshire","Aye",""
"Francie Molloy","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","Aye",""
"Damien Moore","Conservative","Southport","No Vote Recorded",""
"Robbie Moore","Conservative","Keighley","Aye",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","No Vote Recorded",""
"Penny Mordaunt","Conservative","Portsmouth North","No Vote Recorded",""
"Jessica Morden","Labour","Newport East","Aye",""
"Helen Morgan","Liberal Democrat","North Shropshire","No Vote Recorded",""
"Stephen Morgan","Labour","Portsmouth South","Aye",""
"Anne Marie Morris","Conservative","Newton Abbot","No",""
"David Morris","Conservative","Morecambe and Lunesdale","No Vote Recorded",""
"Grahame Morris","Labour","Easington","Aye",""
"James Morris","Conservative","Halesowen and Rowley Regis","No Vote Recorded",""
"Joy Morrissey","Conservative","Beaconsfield","No Vote Recorded",""
"Jill Mortimer","Conservative","Hartlepool","Aye",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No Vote Recorded",""
"Kieran Mullan","Conservative","Crewe and Nantwich","No Vote Recorded",""
"Holly Mumby-Croft","Conservative","Scunthorpe","No Vote Recorded",""
