Division Number: 92
Division Date: 28 January 2025 - 16:25

Women’s State Pension age (Ombudsman report and compensation scheme): Ten Minute Rule Motion

Aye Count: 105
No Count: 0
Result: Question accordingly agreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Kevin McKenna","Labour","Sittingbourne and Sheppey","No Vote Recorded",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No Vote Recorded",""
"Jim McMahon","Labour","Oldham West, Chadderton and Royton","No Vote Recorded",""
"Anna McMorrin","Labour","Cardiff North","No Vote Recorded",""
"James McMurdock","Reform UK","South Basildon and East Thurrock","Aye",""
"Frank McNally","Labour","Coatbridge and Bellshill","No Vote Recorded",""
"Kirsty McNeill","Labour","Midlothian","No Vote Recorded",""
"Esther McVey","Conservative","Tatton","No Vote Recorded",""
"Llinos Medi","Plaid Cymru","Ynys Môn","Aye",""
"Anneliese Midgley","Labour","Knowsley","No Vote Recorded",""
"Ed Miliband","Labour","Doncaster North","No Vote Recorded",""
"Calum Miller","Liberal Democrat","Bicester and Woodstock","Aye",""
"John Milne","Liberal Democrat","Horsham","Aye",""
"Julie Minns","Labour","Carlisle","No Vote Recorded",""
"Navendu Mishra","Labour","Stockport","No Vote Recorded",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No Vote Recorded",""
"Abtisam Mohamed","Labour","Sheffield Central","No Vote Recorded",""
"Iqbal Mohamed","Independent","Dewsbury and Batley","Aye",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No Vote Recorded",""
"Perran Moon","Labour","Camborne and Redruth","No Vote Recorded",""
"Robbie Moore","Conservative","Keighley and Ilkley","No Vote Recorded",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","Aye",""
"Jessica Morden","Labour","Newport East","No Vote Recorded",""
"Edward Morello","Liberal Democrat","West Dorset","Aye",""
"Helen Morgan","Liberal Democrat","North Shropshire","Aye",""
"Stephen Morgan","Labour","Portsmouth South","No Vote Recorded",""
"Grahame Morris","Labour","Easington","No Vote Recorded",""
"Joe Morris","Labour","Hexham","No Vote Recorded",""
"Tom Morrison","Liberal Democrat","Cheadle","Aye","Will Forster"
"Joy Morrissey","Conservative","Beaconsfield","No Vote Recorded",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No Vote Recorded",""
"Kieran Mullan","Conservative","Bexhill and Battle","No Vote Recorded",""
"Margaret Mullane","Labour","Dagenham and Rainham","No Vote Recorded",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No Vote Recorded",""
"Tessa Munt","Liberal Democrat","Wells and Mendip Hills","Aye",""
"Luke Murphy","Labour","Basingstoke","No Vote Recorded",""
"Chris Murray","Labour","Edinburgh East and Musselburgh","No Vote Recorded",""
"Ian Murray","Labour","Edinburgh South","No Vote Recorded",""
"James Murray","Labour","Ealing North","No Vote Recorded",""
"Katrina Murray","Labour","Cumbernauld and Kirkintilloch","No Vote Recorded",""
"Susan Murray","Liberal Democrat","Mid Dunbartonshire","Aye",""
"Andrew Murrison","Conservative","South West Wiltshire","No Vote Recorded",""
"Luke Myer","Labour","Middlesbrough South and East Cleveland","No Vote Recorded",""
"James Naish","Labour","Rushcliffe","No Vote Recorded",""
"Connor Naismith","Labour","Crewe and Nantwich","No Vote Recorded",""
"Lisa Nandy","Labour","Wigan","No Vote Recorded",""
"Kanishka Narayan","Labour","Vale of Glamorgan","No Vote Recorded",""
"Pamela Nash","Labour","Motherwell, Wishaw and Carluke","No Vote Recorded",""
"Josh Newbury","Labour","Cannock Chase","No Vote Recorded",""
"Samantha Niblett","Labour","South Derbyshire","No Vote Recorded",""
"Charlotte Nichols","Labour","Warrington North","No Vote Recorded",""
"Caroline Nokes","Deputy Speaker","Romsey and Southampton North","No Vote Recorded",""
"Jesse Norman","Conservative","Hereford and South Herefordshire","No Vote Recorded",""
"Alex Norris","Labour","Nottingham North and Kimberley","No Vote Recorded",""
"Dan Norris","Labour","North East Somerset and Hanham","No Vote Recorded",""
"Neil O'Brien","Conservative","Harborough, Oadby and Wigston","No Vote Recorded",""
"Brendan O'Hara","Scottish National Party","Argyll, Bute and South Lochaber","Teller - Noes",""
"Ben Obese-Jecty","Conservative","Huntingdon","No Vote Recorded",""
"Sarah Olney","Liberal Democrat","Richmond Park","Aye",""
"Melanie Onn","Labour","Great Grimsby and Cleethorpes","Aye",""
"Chi Onwurah","Labour","Newcastle upon Tyne Central and West","No Vote Recorded",""
"Simon Opher","Labour","Stroud","No Vote Recorded",""
"Abena Oppong-Asare","Labour","Erith and Thamesmead","No Vote Recorded",""
"Kate Osamor","Labour","Edmonton and Winchmore Hill","No Vote Recorded",""
"Kate Osborne","Labour","Jarrow and Gateshead East","No Vote Recorded",""
"Tristan Osborne","Labour","Chatham and Aylesford","No Vote Recorded",""
"Taiwo Owatemi","Labour","Coventry North West","No Vote Recorded",""
"Sarah Owen","Labour","Luton North","No Vote Recorded",""
"Darren Paffey","Labour","Southampton Itchen","No Vote Recorded",""
"Andrew Pakes","Labour","Peterborough","No Vote Recorded",""
"Priti Patel","Conservative","Witham","No Vote Recorded",""
"Matthew Patrick","Labour","Wirral West","No Vote Recorded",""
"Rebecca Paul","Conservative","Reigate","No Vote Recorded",""
"Michael Payne","Labour","Gedling","No Vote Recorded",""
"Stephanie Peacock","Labour","Barnsley South","No Vote Recorded",""
"Jon Pearce","Labour","High Peak","No Vote Recorded",""
"Matthew Pennycook","Labour","Greenwich and Woolwich","No Vote Recorded",""
"Toby Perkins","Labour","Chesterfield","No Vote Recorded",""
"Manuela Perteghella","Liberal Democrat","Stratford-on-Avon","No Vote Recorded",""
"Jess Phillips","Labour","Birmingham Yardley","No Vote Recorded",""
"Bridget Phillipson","Labour","Houghton and Sunderland South","No Vote Recorded",""
"Chris Philp","Conservative","Croydon South","No Vote Recorded",""
"Al Pinkerton","Liberal Democrat","Surrey Heath","Aye",""
"David Pinto-Duschinsky","Labour","Hendon","No Vote Recorded",""
"Lee Pitcher","Labour","Doncaster East and the Isle of Axholme","No Vote Recorded",""
"Jo Platt","Labour","Leigh and Atherton","No Vote Recorded",""
"Luke Pollard","Labour","Plymouth Sutton and Devonport","No Vote Recorded",""
"Joe Powell","Labour","Kensington and Bayswater","No Vote Recorded",""
"Lucy Powell","Labour","Manchester Central","No Vote Recorded",""
"Gregor Poynton","Labour","Livingston","No Vote Recorded",""
"Peter Prinsley","Labour","Bury St Edmunds and Stowmarket","No Vote Recorded",""
"Mark Pritchard","Conservative","The Wrekin","No Vote Recorded",""
"Richard Quigley","Labour","Isle of Wight West","No Vote Recorded",""
"Yasmin Qureshi","Labour","Bolton South and Walkden","No Vote Recorded",""
"Steve Race","Labour","Exeter","No Vote Recorded",""
"Shivani Raja","Conservative","Leicester East","No Vote Recorded",""
"Adrian Ramsay","Green Party","Waveney Valley","Aye",""
"Connor Rand","Labour","Altrincham and Sale West","No Vote Recorded",""
"Andrew Ranger","Labour","Wrexham","No Vote Recorded",""
"Jack Rankin","Conservative","Windsor","No Vote Recorded",""
"Angela Rayner","Labour","Ashton-under-Lyne","No Vote Recorded",""
"Mike Reader","Labour","Northampton South","No Vote Recorded",""
"David Reed","Conservative","Exmouth and Exeter East","No Vote Recorded",""
"Steve Reed","Labour","Streatham and Croydon North","No Vote Recorded",""
"Ellie Reeves","Labour","Lewisham West and East Dulwich","No Vote Recorded",""
"Rachel Reeves","Labour","Leeds West and Pudsey","No Vote Recorded",""
"Joani Reid","Labour","East Kilbride and Strathaven","No Vote Recorded",""
"Emma Reynolds","Labour","Wycombe","No Vote Recorded",""
"Jonathan Reynolds","Labour","Stalybridge and Hyde","No Vote Recorded",""
"Joshua Reynolds","Liberal Democrat","Maidenhead","No Vote Recorded",""
"Martin Rhodes","Labour","Glasgow North","No Vote Recorded",""
"Bell Ribeiro-Addy","Labour","Clapham and Brixton Hill","No Vote Recorded",""
"Jake Richards","Labour","Rother Valley","No Vote Recorded",""
"Jenny Riddell-Carpenter","Labour","Suffolk Coastal","No Vote Recorded",""
"Lucy Rigby","Labour","Northampton North","No Vote Recorded",""
"Marie Rimmer","Labour","St Helens South and Whiston","No Vote Recorded",""
"Dave Robertson","Labour","Lichfield","No Vote Recorded",""
"Joe Robertson","Conservative","Isle of Wight East","No Vote Recorded",""
"Gavin Robinson","Democratic Unionist Party","Belfast East","Aye",""
"Tim Roca","Labour","Macclesfield","No Vote Recorded",""
"Matt Rodda","Labour","Reading Central","No Vote Recorded",""
"Ian Roome","Liberal Democrat","North Devon","Aye",""
"Andrew Rosindell","Conservative","Romford","No Vote Recorded",""
"Sam Rushworth","Labour","Bishop Auckland","No Vote Recorded",""
"Sarah Russell","Labour","Congleton","No Vote Recorded",""
"Tom Rutland","Labour","East Worthing and Shoreham","No Vote Recorded",""
"Oliver Ryan","Labour","Burnley","No Vote Recorded",""
"Anna Sabine","Liberal Democrat","Frome and East Somerset","Aye",""
"Sarah Sackman","Labour","Finchley and Golders Green","No Vote Recorded",""
"Jeevun Sandher","Labour","Loughborough","No Vote Recorded",""
"Roz Savage","Liberal Democrat","South Cotswolds","Aye",""
"Liz Saville Roberts","Plaid Cymru","Dwyfor Meirionnydd","Aye",""
"Michelle Scrogham","Labour","Barrow and Furness","No Vote Recorded",""
"Mark Sewards","Labour","Leeds South West and Morley","No Vote Recorded",""
"Naz Shah","Labour","Bradford West","No Vote Recorded",""
"Baggy Shanker","Labour","Derby South","No Vote Recorded",""
"Michael Shanks","Labour","Rutherglen","No Vote Recorded",""
"Jim Shannon","Democratic Unionist Party","Strangford","Aye",""
"Neil Shastri-Hurst","Conservative","Solihull West and Shirley","No Vote Recorded",""
"Alec Shelbrooke","Conservative","Wetherby and Easingwold","No Vote Recorded",""
"Tulip Siddiq","Labour","Hampstead and Highgate","No Vote Recorded",""
"David Simmonds","Conservative","Ruislip, Northwood and Pinner","No Vote Recorded",""
"Josh Simons","Labour","Makerfield","No Vote Recorded",""
"Vikki Slade","Liberal Democrat","Mid Dorset and North Poole","Aye",""
"Andy Slaughter","Labour","Hammersmith and Chiswick","No Vote Recorded",""
"John Slinger","Labour","Rugby","No Vote Recorded",""
"Lisa Smart","Liberal Democrat","Hazel Grove","Aye",""
"Cat Smith","Labour","Lancaster and Wyre","No Vote Recorded",""
"David Smith","Labour","North Northumberland","No Vote Recorded",""
"Greg Smith","Conservative","Mid Buckinghamshire","No Vote Recorded",""
"Jeff Smith","Labour","Manchester Withington","No Vote Recorded",""
"Nick Smith","Labour","Blaenau Gwent and Rhymney","No Vote Recorded",""
"Rebecca Smith","Conservative","South West Devon","No Vote Recorded",""
"Sarah Smith","Labour","Hyndburn","No Vote Recorded",""
"Julian Smith","Conservative","Skipton and Ripon","No Vote Recorded",""
"Karin Smyth","Labour","Bristol South","No Vote Recorded",""
"Gareth Snell","Labour","Stoke-on-Trent Central","No Vote Recorded",""
"Andrew Snowden","Conservative","Fylde","No Vote Recorded",""
"Alex Sobel","Labour","Leeds Central and Headingley","No Vote Recorded",""
"Ian Sollom","Liberal Democrat","St Neots and Mid Cambridgeshire","Aye",""
"Ben Spencer","Conservative","Runnymede and Weybridge","No Vote Recorded",""
"Patrick Spencer","Conservative","Central Suffolk and North Ipswich","No Vote Recorded",""
"Gregory Stafford","Conservative","Farnham and Bordon","No Vote Recorded",""
"Euan Stainbank","Labour","Falkirk","No Vote Recorded",""
"Keir Starmer","Labour","Holborn and St Pancras","No Vote Recorded",""
"Blake Stephenson","Conservative","Mid Bedfordshire","No Vote Recorded",""
"Jo Stevens","Labour","Cardiff East","No Vote Recorded",""
"Kenneth Stevenson","Labour","Airdrie and Shotts","No Vote Recorded",""
"Elaine Stewart","Labour","Ayr, Carrick and Cumnock","No Vote Recorded",""
"Jamie Stone","Liberal Democrat","Caithness, Sutherland and Easter Ross","No Vote Recorded",""
"Will Stone","Labour","Swindon North","No Vote Recorded",""
"Alistair Strathern","Labour","Hitchin","No Vote Recorded",""
"Wes Streeting","Labour","Ilford North","No Vote Recorded",""
"Alan Strickland","Labour","Newton Aycliffe and Spennymoor","No Vote Recorded",""
"Mel Stride","Conservative","Central Devon","No Vote Recorded",""
"Graham Stringer","Labour","Blackley and Middleton South","No Vote Recorded",""
"Graham Stuart","Conservative","Beverley and Holderness","No Vote Recorded",""
"Lauren Sullivan","Labour","Gravesham","No Vote Recorded",""
"Kirsteen Sullivan","Labour","Bathgate and Linlithgow","No Vote Recorded",""
"Zarah Sultana","Independent","Coventry South","Aye",""
"Rishi Sunak","Conservative","Richmond and Northallerton","No Vote Recorded",""
"Peter Swallow","Labour","Bracknell","No Vote Recorded",""
"Robin Swann","Ulster Unionist Party","South Antrim","Aye",""
"Desmond Swayne","Conservative","New Forest West","No Vote Recorded",""
"Mark Tami","Labour","Alyn and Deeside","No Vote Recorded",""
"Mike Tapp","Labour","Dover and Deal","No Vote Recorded",""
"Alison Taylor","Labour","Paisley and Renfrewshire North","No Vote Recorded",""
"David Taylor","Labour","Hemel Hempstead","No Vote Recorded",""
"Luke Taylor","Liberal Democrat","Sutton and Cheam","Aye",""
"Rachel Taylor","Labour","North Warwickshire and Bedworth","No Vote Recorded",""
"Nick Thomas-Symonds","Labour","Torfaen","No Vote Recorded",""
"Bradley Thomas","Conservative","Bromsgrove","No Vote Recorded",""
"Cameron Thomas","Liberal Democrat","Tewkesbury","Aye",""
"Fred Thomas","Labour","Plymouth Moor View","No Vote Recorded",""
"Gareth Thomas","Labour","Harrow West","No Vote Recorded",""
"Adam Thompson","Labour","Erewash","No Vote Recorded",""
"Emily Thornberry","Labour","Islington South and Finsbury","No Vote Recorded",""
"Richard Tice","Reform UK","Boston and Skegness","No Vote Recorded",""
"Marie Tidball","Labour","Penistone and Stocksbridge","No Vote Recorded",""
"Stephen Timms","Labour","East Ham","No Vote Recorded",""
"Nick Timothy","Conservative","West Suffolk","No Vote Recorded",""
"Jessica Toale","Labour","Bournemouth West","No Vote Recorded",""
"Dan Tomlinson","Labour","Chipping Barnet","No Vote Recorded",""
"Jon Trickett","Labour","Normanton and Hemsworth","Aye",""
"Laura Trott","Conservative","Sevenoaks","No Vote Recorded",""
"Henry Tufnell","Labour","Mid and South Pembrokeshire","No Vote Recorded",""
"Tom Tugendhat","Conservative","Tonbridge","No Vote Recorded",""
"Anna Turley","Labour","Redcar","No Vote Recorded",""
"Matt Turmaine","Labour","Watford","No Vote Recorded",""
"Karl Turner","Labour","Kingston upon Hull East","No Vote Recorded",""
"Laurence Turner","Labour","Birmingham Northfield","No Vote Recorded",""
"Derek Twigg","Labour","Widnes and Halewood","No Vote Recorded",""
"Liz Twist","Labour","Blaydon and Consett","No Vote Recorded",""
"Harpreet Uppal","Labour","Huddersfield","No Vote Recorded",""
"Freddie van Mierlo","Liberal Democrat","Henley and Thame","Aye",""
"Tony Vaughan","Labour","Folkestone and Hythe","No Vote Recorded",""
"Valerie Vaz","Labour","Walsall and Bloxwich","No Vote Recorded",""
"Martin Vickers","Conservative","Brigg and Immingham","No Vote Recorded",""
"Matt Vickers","Conservative","Stockton West","No Vote Recorded",""
"Chris Vince","Labour","Harlow","No Vote Recorded",""
"Caroline Voaden","Liberal Democrat","South Devon","Aye",""
"Christian Wakeford","Labour","Bury South","No Vote Recorded",""
"Imogen Walker","Labour","Hamilton and Clyde Valley","No Vote Recorded",""
"Chris Ward","Labour","Brighton Kemptown and Peacehaven","No Vote Recorded",""
"Melanie Ward","Labour","Cowdenbeath and Kirkcaldy","No Vote Recorded",""
"Paul Waugh","Labour","Rochdale","No Vote Recorded",""
"Chris Webb","Labour","Blackpool South","No Vote Recorded",""
"Michelle Welsh","Labour","Sherwood Forest","No Vote Recorded",""
"Catherine West","Labour","Hornsey and Friern Barnet","No Vote Recorded",""
"Andrew Western","Labour","Stretford and Urmston","No Vote Recorded",""
"Matt Western","Labour","Warwick and Leamington","No Vote Recorded",""
"Helen Whately","Conservative","Faversham and Mid Kent","No Vote Recorded",""
"Michael Wheeler","Labour","Worsley and Eccles","No Vote Recorded",""
"John Whitby","Labour","Derbyshire Dales","No Vote Recorded",""
"Jo White","Labour","Bassetlaw","No Vote Recorded",""
"Katie White","Labour","Leeds North West","No Vote Recorded",""
"John Whittingdale","Conservative","Maldon","No Vote Recorded",""
"Nadia Whittome","Labour","Nottingham East","No Vote Recorded",""
"James Wild","Conservative","North West Norfolk","No Vote Recorded",""
"Max Wilkinson","Liberal Democrat","Cheltenham","Aye",""
"David Williams","Labour","Stoke-on-Trent North","No Vote Recorded",""
"Gavin Williamson","Conservative","Stone, Great Wyrley and Penkridge","No Vote Recorded",""
"Munira Wilson","Liberal Democrat","Twickenham","Aye",""
"Sammy Wilson","Democratic Unionist Party","East Antrim","Aye",""
"Pete Wishart","Scottish National Party","Perth and Kinross-shire","Aye",""
"Steve Witherden","Labour","Montgomeryshire and Glyndŵr","Aye",""
"Mike Wood","Conservative","Kingswinford and South Staffordshire","No Vote Recorded",""
"Sean Woodcock","Labour","Banbury","No Vote Recorded",""
"Jeremy Wright","Conservative","Kenilworth and Southam","No Vote Recorded",""
"Rosie Wrighting","Labour","Kettering","No Vote Recorded",""
"Martin Wrigley","Liberal Democrat","Newton Abbot","No Vote Recorded",""
"Yuan Yang","Labour","Earley and Woodley","No Vote Recorded",""
"Mohammad Yasin","Labour","Bedford","No Vote Recorded",""
"Steve Yemm","Labour","Mansfield","No Vote Recorded",""
"Claire Young","Liberal Democrat","Thornbury and Yate","Aye",""
"Daniel Zeichner","Labour","Cambridge","No Vote Recorded",""
